model,task,n,rank,seed,epochs,accuracy,trainable_params,trainable_pct
bert-base-uncased,sst2,2000,8,123,3,0.8704128440366973,296450,0.27
bert-base-uncased,sst2,2000,8,42,3,0.8795871559633027,296450,0.27
bert-base-uncased,sst2,2000,8,456,3,0.8772935779816514,296450,0.27
bert-base-uncased,sst2,2000,8,789,3,0.8543577981651376,296450,0.27
bert-base-uncased,sst2,200,16,1024,10,0.8486238532110092,591362,0.5372
bert-base-uncased,sst2,200,16,123,10,0.8130733944954128,591362,0.5372
bert-base-uncased,sst2,200,16,42,10,0.8107798165137615,591362,0.5372
bert-base-uncased,sst2,200,16,456,10,0.8440366972477065,591362,0.5372
bert-base-uncased,sst2,200,16,789,10,0.8245412844036697,591362,0.5372
bert-base-uncased,sst2,200,2,1024,10,0.7442660550458715,75266,0.0687
bert-base-uncased,sst2,200,2,123,10,0.7052752293577982,75266,0.0687
bert-base-uncased,sst2,200,2,42,10,0.7993119266055045,75266,0.0687
bert-base-uncased,sst2,200,2,456,10,0.7878440366972477,75266,0.0687
bert-base-uncased,sst2,200,2,789,10,0.7591743119266054,75266,0.0687
bert-base-uncased,sst2,200,32,1024,10,0.8302752293577982,1181186,1.0674
bert-base-uncased,sst2,200,32,123,10,0.8038990825688074,1181186,1.0674
bert-base-uncased,sst2,200,32,42,10,0.8130733944954128,1181186,1.0674
bert-base-uncased,sst2,200,32,456,10,0.8440366972477065,1181186,1.0674
bert-base-uncased,sst2,200,32,789,10,0.8073394495412844,1181186,1.0674
bert-base-uncased,sst2,200,4,1024,10,0.8142201834862385,148994,0.1359
bert-base-uncased,sst2,200,4,123,10,0.7717889908256881,148994,0.1359
bert-base-uncased,sst2,200,4,42,10,0.801605504587156,148994,0.1359
bert-base-uncased,sst2,200,4,456,10,0.8497706422018348,148994,0.1359
bert-base-uncased,sst2,200,4,789,10,0.8130733944954128,148994,0.1359
bert-base-uncased,sst2,200,64,1024,10,0.8486238532110092,2360834,2.1108
bert-base-uncased,sst2,200,64,123,10,0.7614678899082569,2360834,2.1108
bert-base-uncased,sst2,200,64,42,10,0.7947247706422018,2360834,2.1108
bert-base-uncased,sst2,200,64,456,10,0.8463302752293578,2360834,2.1108
bert-base-uncased,sst2,200,64,789,10,0.8440366972477065,2360834,2.1108
bert-base-uncased,sst2,200,8,1024,10,0.8428899082568807,296450,0.27
bert-base-uncased,sst2,200,8,123,10,0.7740825688073395,296450,0.27
bert-base-uncased,sst2,200,8,42,10,0.7855504587155964,296450,0.27
bert-base-uncased,sst2,200,8,456,10,0.8279816513761468,296450,0.27
bert-base-uncased,sst2,200,8,789,10,0.8119266055045872,296450,0.27
bert-base-uncased,sst2,5000,16,1024,3,0.8841743119266054,591362,0.5372
bert-base-uncased,sst2,5000,16,123,3,0.8818807339449541,591362,0.5372
bert-base-uncased,sst2,5000,16,42,3,0.9071100917431192,591362,0.5372
bert-base-uncased,sst2,5000,16,456,3,0.8990825688073395,591362,0.5372
bert-base-uncased,sst2,5000,16,789,3,0.904816513761468,591362,0.5372
bert-base-uncased,sst2,5000,2,1024,3,0.8841743119266054,75266,0.0687
bert-base-uncased,sst2,5000,2,123,3,0.8772935779816514,75266,0.0687
bert-base-uncased,sst2,5000,2,42,3,0.8727064220183486,75266,0.0687
bert-base-uncased,sst2,5000,2,456,3,0.8887614678899083,75266,0.0687
bert-base-uncased,sst2,5000,2,789,3,0.8910550458715596,75266,0.0687
bert-base-uncased,sst2,5000,32,1024,3,0.8784403669724771,1181186,1.0674
bert-base-uncased,sst2,5000,32,123,3,0.8887614678899083,1181186,1.0674
bert-base-uncased,sst2,5000,32,42,3,0.8876146788990825,1181186,1.0674
bert-base-uncased,sst2,5000,32,456,3,0.9036697247706422,1181186,1.0674
bert-base-uncased,sst2,5000,32,789,3,0.8853211009174312,1181186,1.0674
bert-base-uncased,sst2,5000,4,1024,3,0.8910550458715596,148994,0.1359
bert-base-uncased,sst2,5000,4,123,3,0.8887614678899083,148994,0.1359
bert-base-uncased,sst2,5000,4,42,3,0.8864678899082569,148994,0.1359
bert-base-uncased,sst2,5000,4,456,3,0.8899082568807339,148994,0.1359
bert-base-uncased,sst2,5000,4,789,3,0.8887614678899083,148994,0.1359
bert-base-uncased,sst2,5000,64,1024,3,0.9002293577981652,2360834,2.1108
bert-base-uncased,sst2,5000,64,123,3,0.8658256880733946,2360834,2.1108
bert-base-uncased,sst2,5000,64,42,3,0.9128440366972476,2360834,2.1108
bert-base-uncased,sst2,5000,64,456,3,0.9013761467889908,2360834,2.1108
bert-base-uncased,sst2,5000,64,789,3,0.8967889908256881,2360834,2.1108
bert-base-uncased,sst2,5000,8,1024,3,0.8853211009174312,296450,0.27
bert-base-uncased,sst2,5000,8,123,3,0.9002293577981652,296450,0.27
bert-base-uncased,sst2,5000,8,42,3,0.9002293577981652,296450,0.27
bert-base-uncased,sst2,5000,8,456,3,0.8944954128440367,296450,0.27
bert-base-uncased,sst2,5000,8,789,3,0.838302752293578,296450,0.27
bert-base-uncased,sst2,500,16,1024,5,0.8532110091743119,591362,0.5372
bert-base-uncased,sst2,500,16,123,5,0.8474770642201835,591362,0.5372
bert-base-uncased,sst2,500,16,42,5,0.8451834862385321,591362,0.5372
bert-base-uncased,sst2,500,16,456,5,0.8646788990825688,591362,0.5372
bert-base-uncased,sst2,500,16,789,5,0.8543577981651376,591362,0.5372
bert-base-uncased,sst2,500,2,1024,5,0.8291284403669725,75266,0.0687
bert-base-uncased,sst2,500,2,123,5,0.8463302752293578,75266,0.0687
bert-base-uncased,sst2,500,2,42,5,0.8497706422018348,75266,0.0687
bert-base-uncased,sst2,500,2,456,5,0.8451834862385321,75266,0.0687
bert-base-uncased,sst2,500,2,789,5,0.8497706422018348,75266,0.0687
bert-base-uncased,sst2,500,32,1024,5,0.8314220183486238,1181186,1.0674
bert-base-uncased,sst2,500,32,123,5,0.8497706422018348,1181186,1.0674
bert-base-uncased,sst2,500,32,42,5,0.8589449541284404,1181186,1.0674
bert-base-uncased,sst2,500,32,456,5,0.8486238532110092,1181186,1.0674
bert-base-uncased,sst2,500,32,789,5,0.8543577981651376,1181186,1.0674
bert-base-uncased,sst2,500,4,1024,5,0.8474770642201835,148994,0.1359
bert-base-uncased,sst2,500,4,123,5,0.8256880733944955,148994,0.1359
bert-base-uncased,sst2,500,4,42,5,0.8474770642201835,148994,0.1359
bert-base-uncased,sst2,500,4,456,5,0.856651376146789,148994,0.1359
bert-base-uncased,sst2,500,4,789,5,0.8497706422018348,148994,0.1359
bert-base-uncased,sst2,500,64,1024,5,0.8463302752293578,2360834,2.1108
bert-base-uncased,sst2,500,64,123,5,0.8577981651376146,2360834,2.1108
bert-base-uncased,sst2,500,64,42,5,0.8474770642201835,2360834,2.1108
bert-base-uncased,sst2,500,64,456,5,0.8337155963302753,2360834,2.1108
bert-base-uncased,sst2,500,64,789,5,0.838302752293578,2360834,2.1108
bert-base-uncased,sst2,500,8,1024,5,0.8440366972477065,296450,0.27
bert-base-uncased,sst2,500,8,123,5,0.8589449541284404,296450,0.27
bert-base-uncased,sst2,500,8,42,5,0.8474770642201835,296450,0.27
bert-base-uncased,sst2,500,8,456,5,0.8451834862385321,296450,0.27
bert-base-uncased,sst2,500,8,789,5,0.841743119266055,296450,0.27
bert-base-uncased,sst2,50,16,1024,10,0.6456422018348624,591362,0.5372
bert-base-uncased,sst2,50,16,123,10,0.5584862385321101,591362,0.5372
bert-base-uncased,sst2,50,16,42,10,0.5091743119266054,591362,0.5372
bert-base-uncased,sst2,50,16,456,10,0.5573394495412844,591362,0.5372
bert-base-uncased,sst2,50,16,789,10,0.5584862385321101,591362,0.5372
bert-base-uncased,sst2,50,2,1024,10,0.485091743119266,75266,0.0687
bert-base-uncased,sst2,50,2,123,10,0.4954128440366973,75266,0.0687
bert-base-uncased,sst2,50,2,42,10,0.5091743119266054,75266,0.0687
bert-base-uncased,sst2,50,2,456,10,0.5011467889908257,75266,0.0687
bert-base-uncased,sst2,50,2,789,10,0.5424311926605505,75266,0.0687
bert-base-uncased,sst2,50,32,1024,10,0.698394495412844,1181186,1.0674
bert-base-uncased,sst2,50,32,123,10,0.6410550458715596,1181186,1.0674
bert-base-uncased,sst2,50,32,42,10,0.5951834862385321,1181186,1.0674
bert-base-uncased,sst2,50,32,456,10,0.5997706422018348,1181186,1.0674
bert-base-uncased,sst2,50,32,789,10,0.6192660550458715,1181186,1.0674
bert-base-uncased,sst2,50,4,1024,10,0.5286697247706422,148994,0.1359
bert-base-uncased,sst2,50,4,123,10,0.5,148994,0.1359
bert-base-uncased,sst2,50,4,42,10,0.5091743119266054,148994,0.1359
bert-base-uncased,sst2,50,4,456,10,0.5160550458715596,148994,0.1359
bert-base-uncased,sst2,50,4,789,10,0.5217889908256881,148994,0.1359
bert-base-uncased,sst2,50,64,1024,10,0.7006880733944955,2360834,2.1108
bert-base-uncased,sst2,50,64,123,10,0.6387614678899083,2360834,2.1108
bert-base-uncased,sst2,50,64,42,10,0.713302752293578,2360834,2.1108
bert-base-uncased,sst2,50,64,456,10,0.5642201834862385,2360834,2.1108
bert-base-uncased,sst2,50,64,789,10,0.6961009174311926,2360834,2.1108
bert-base-uncased,sst2,50,8,1024,10,0.5573394495412844,296450,0.27
bert-base-uncased,sst2,50,8,123,10,0.5378440366972477,296450,0.27
bert-base-uncased,sst2,50,8,42,10,0.5091743119266054,296450,0.27
bert-base-uncased,sst2,50,8,456,10,0.5126146788990825,296450,0.27
bert-base-uncased,sst2,50,8,789,10,0.5619266055045872,296450,0.27
roberta-base,mrpc,1000,16,1024,3,0.8235294117647058,1181954,0.9393
roberta-base,mrpc,1000,16,123,3,0.7549019607843137,1181954,0.9393
roberta-base,mrpc,1000,16,42,3,0.7843137254901961,1181954,0.9393
roberta-base,mrpc,1000,16,456,3,0.8137254901960784,1181954,0.9393
roberta-base,mrpc,1000,16,789,3,0.7549019607843137,1181954,0.9393
roberta-base,mrpc,1000,2,1024,3,0.7083333333333334,665858,0.5314
roberta-base,mrpc,1000,2,123,3,0.7377450980392157,665858,0.5314
roberta-base,mrpc,1000,2,42,3,0.7205882352941176,665858,0.5314
roberta-base,mrpc,1000,2,456,3,0.7230392156862745,665858,0.5314
roberta-base,mrpc,1000,2,789,3,0.7156862745098039,665858,0.5314
roberta-base,mrpc,1000,32,1024,3,0.8504901960784313,1771778,1.4015
roberta-base,mrpc,1000,32,123,3,0.8480392156862745,1771778,1.4015
roberta-base,mrpc,1000,32,42,3,0.8357843137254902,1771778,1.4015
roberta-base,mrpc,1000,32,456,3,0.7720588235294118,1771778,1.4015
roberta-base,mrpc,1000,32,789,3,0.8063725490196079,1771778,1.4015
roberta-base,mrpc,1000,4,1024,3,0.7328431372549019,739586,0.5898
roberta-base,mrpc,1000,4,123,3,0.7083333333333334,739586,0.5898
roberta-base,mrpc,1000,4,42,3,0.7720588235294118,739586,0.5898
roberta-base,mrpc,1000,4,456,3,0.7524509803921569,739586,0.5898
roberta-base,mrpc,1000,4,789,3,0.7549019607843137,739586,0.5898
roberta-base,mrpc,1000,64,1024,3,0.821078431372549,2951426,2.3131
roberta-base,mrpc,1000,64,123,3,0.7916666666666666,2951426,2.3131
roberta-base,mrpc,1000,64,42,3,0.7941176470588235,2951426,2.3131
roberta-base,mrpc,1000,64,456,3,0.8480392156862745,2951426,2.3131
roberta-base,mrpc,1000,64,789,3,0.8186274509803921,2951426,2.3131
roberta-base,mrpc,1000,8,1024,3,0.75,887042,0.7066
roberta-base,mrpc,1000,8,123,3,0.7352941176470589,887042,0.7066
roberta-base,mrpc,1000,8,42,3,0.7696078431372549,887042,0.7066
roberta-base,mrpc,1000,8,456,3,0.7622549019607843,887042,0.7066
roberta-base,mrpc,1000,8,789,3,0.7720588235294118,887042,0.7066
roberta-base,mrpc,100,16,1024,10,0.6715686274509803,1181954,0.9393
roberta-base,mrpc,100,16,123,10,0.6764705882352942,1181954,0.9393
roberta-base,mrpc,100,16,42,10,0.7254901960784313,1181954,0.9393
roberta-base,mrpc,100,16,456,10,0.6813725490196079,1181954,0.9393
roberta-base,mrpc,100,16,789,10,0.696078431372549,1181954,0.9393
roberta-base,mrpc,100,2,1024,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,100,2,123,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,100,2,42,10,0.6887254901960784,665858,0.5314
roberta-base,mrpc,100,2,456,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,100,2,789,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,100,32,1024,10,0.6691176470588235,1771778,1.4015
roberta-base,mrpc,100,32,123,10,0.6887254901960784,1771778,1.4015
roberta-base,mrpc,100,32,42,10,0.7083333333333334,1771778,1.4015
roberta-base,mrpc,100,32,456,10,0.7622549019607843,1771778,1.4015
roberta-base,mrpc,100,32,789,10,0.6985294117647058,1771778,1.4015
roberta-base,mrpc,100,4,1024,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,100,4,123,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,100,4,42,10,0.6936274509803921,739586,0.5898
roberta-base,mrpc,100,4,456,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,100,4,789,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,100,64,1024,10,0.6862745098039216,2951426,2.3131
roberta-base,mrpc,100,64,123,10,0.7328431372549019,2951426,2.3131
roberta-base,mrpc,100,64,42,10,0.7107843137254902,2951426,2.3131
roberta-base,mrpc,100,64,456,10,0.6887254901960784,2951426,2.3131
roberta-base,mrpc,100,64,789,10,0.7254901960784313,2951426,2.3131
roberta-base,mrpc,100,8,1024,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,100,8,123,10,0.6691176470588235,887042,0.7066
roberta-base,mrpc,100,8,42,10,0.696078431372549,887042,0.7066
roberta-base,mrpc,100,8,456,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,100,8,789,10,0.696078431372549,887042,0.7066
roberta-base,mrpc,2000,16,1024,3,0.8259803921568627,1181954,0.9393
roberta-base,mrpc,2000,16,123,3,0.8455882352941176,1181954,0.9393
roberta-base,mrpc,2000,16,42,3,0.8700980392156863,1181954,0.9393
roberta-base,mrpc,2000,16,456,3,0.8259803921568627,1181954,0.9393
roberta-base,mrpc,2000,16,789,3,0.7941176470588235,1181954,0.9393
roberta-base,mrpc,2000,2,1024,3,0.7818627450980392,665858,0.5314
roberta-base,mrpc,2000,2,123,3,0.8112745098039216,665858,0.5314
roberta-base,mrpc,2000,2,42,3,0.8014705882352942,665858,0.5314
roberta-base,mrpc,2000,2,456,3,0.8014705882352942,665858,0.5314
roberta-base,mrpc,2000,2,789,3,0.7941176470588235,665858,0.5314
roberta-base,mrpc,2000,32,1024,3,0.8602941176470589,1771778,1.4015
roberta-base,mrpc,2000,32,123,3,0.8602941176470589,1771778,1.4015
roberta-base,mrpc,2000,32,42,3,0.8676470588235294,1771778,1.4015
roberta-base,mrpc,2000,32,456,3,0.8333333333333334,1771778,1.4015
roberta-base,mrpc,2000,32,789,3,0.8406862745098039,1771778,1.4015
roberta-base,mrpc,2000,4,1024,3,0.8088235294117647,739586,0.5898
roberta-base,mrpc,2000,4,123,3,0.8308823529411765,739586,0.5898
roberta-base,mrpc,2000,4,42,3,0.8578431372549019,739586,0.5898
roberta-base,mrpc,2000,4,456,3,0.8088235294117647,739586,0.5898
roberta-base,mrpc,2000,4,789,3,0.8161764705882353,739586,0.5898
roberta-base,mrpc,2000,64,1024,3,0.8480392156862745,2951426,2.3131
roberta-base,mrpc,2000,64,123,3,0.8602941176470589,2951426,2.3131
roberta-base,mrpc,2000,64,42,3,0.8529411764705882,2951426,2.3131
roberta-base,mrpc,2000,64,456,3,0.8627450980392157,2951426,2.3131
roberta-base,mrpc,2000,64,789,3,0.8382352941176471,2951426,2.3131
roberta-base,mrpc,2000,8,1024,3,0.8382352941176471,887042,0.7066
roberta-base,mrpc,2000,8,123,3,0.8308823529411765,887042,0.7066
roberta-base,mrpc,2000,8,42,3,0.8382352941176471,887042,0.7066
roberta-base,mrpc,2000,8,456,3,0.8504901960784313,887042,0.7066
roberta-base,mrpc,2000,8,789,3,0.8333333333333334,887042,0.7066
roberta-base,mrpc,200,16,1024,10,0.7230392156862745,1181954,0.9393
roberta-base,mrpc,200,16,123,10,0.7181372549019608,1181954,0.9393
roberta-base,mrpc,200,16,42,10,0.7058823529411765,1181954,0.9393
roberta-base,mrpc,200,16,456,10,0.7377450980392157,1181954,0.9393
roberta-base,mrpc,200,16,789,10,0.75,1181954,0.9393
roberta-base,mrpc,200,2,1024,10,0.7058823529411765,665858,0.5314
roberta-base,mrpc,200,2,123,10,0.6985294117647058,665858,0.5314
roberta-base,mrpc,200,2,42,10,0.696078431372549,665858,0.5314
roberta-base,mrpc,200,2,456,10,0.7009803921568627,665858,0.5314
roberta-base,mrpc,200,2,789,10,0.6936274509803921,665858,0.5314
roberta-base,mrpc,200,32,1024,10,0.7279411764705882,1771778,1.4015
roberta-base,mrpc,200,32,123,10,0.7205882352941176,1771778,1.4015
roberta-base,mrpc,200,32,42,10,0.7009803921568627,1771778,1.4015
roberta-base,mrpc,200,32,456,10,0.7426470588235294,1771778,1.4015
roberta-base,mrpc,200,32,789,10,0.7598039215686274,1771778,1.4015
roberta-base,mrpc,200,4,1024,10,0.7107843137254902,739586,0.5898
roberta-base,mrpc,200,4,123,10,0.7181372549019608,739586,0.5898
roberta-base,mrpc,200,4,42,10,0.7205882352941176,739586,0.5898
roberta-base,mrpc,200,4,456,10,0.7132352941176471,739586,0.5898
roberta-base,mrpc,200,4,789,10,0.7009803921568627,739586,0.5898
roberta-base,mrpc,200,64,1024,10,0.7622549019607843,2951426,2.3131
roberta-base,mrpc,200,64,123,10,0.7132352941176471,2951426,2.3131
roberta-base,mrpc,200,64,42,10,0.7647058823529411,2951426,2.3131
roberta-base,mrpc,200,64,456,10,0.6838235294117647,2951426,2.3131
roberta-base,mrpc,200,64,789,10,0.7598039215686274,2951426,2.3131
roberta-base,mrpc,200,8,1024,10,0.7205882352941176,887042,0.7066
roberta-base,mrpc,200,8,123,10,0.7254901960784313,887042,0.7066
roberta-base,mrpc,200,8,42,10,0.7303921568627451,887042,0.7066
roberta-base,mrpc,200,8,456,10,0.7156862745098039,887042,0.7066
roberta-base,mrpc,200,8,789,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,5000,16,1024,3,0.8725490196078431,1181954,0.9393
roberta-base,mrpc,5000,16,123,3,0.8504901960784313,1181954,0.9393
roberta-base,mrpc,5000,16,42,3,0.8504901960784313,1181954,0.9393
roberta-base,mrpc,5000,16,456,3,0.8725490196078431,1181954,0.9393
roberta-base,mrpc,5000,16,789,3,0.8602941176470589,1181954,0.9393
roberta-base,mrpc,5000,2,1024,3,0.8382352941176471,665858,0.5314
roberta-base,mrpc,5000,2,123,3,0.821078431372549,665858,0.5314
roberta-base,mrpc,5000,2,42,3,0.8333333333333334,665858,0.5314
roberta-base,mrpc,5000,2,456,3,0.8553921568627451,665858,0.5314
roberta-base,mrpc,5000,2,789,3,0.8651960784313726,665858,0.5314
roberta-base,mrpc,5000,32,1024,3,0.8578431372549019,1771778,1.4015
roberta-base,mrpc,5000,32,123,3,0.8774509803921569,1771778,1.4015
roberta-base,mrpc,5000,32,42,3,0.8676470588235294,1771778,1.4015
roberta-base,mrpc,5000,32,456,3,0.8578431372549019,1771778,1.4015
roberta-base,mrpc,5000,32,789,3,0.8774509803921569,1771778,1.4015
roberta-base,mrpc,5000,4,1024,3,0.8651960784313726,739586,0.5898
roberta-base,mrpc,5000,4,123,3,0.8602941176470589,739586,0.5898
roberta-base,mrpc,5000,4,42,3,0.8406862745098039,739586,0.5898
roberta-base,mrpc,5000,4,456,3,0.8504901960784313,739586,0.5898
roberta-base,mrpc,5000,4,789,3,0.8651960784313726,739586,0.5898
roberta-base,mrpc,5000,64,1024,3,0.8627450980392157,2951426,2.3131
roberta-base,mrpc,5000,64,123,3,0.8799019607843137,2951426,2.3131
roberta-base,mrpc,5000,64,42,3,0.8700980392156863,2951426,2.3131
roberta-base,mrpc,5000,64,456,3,0.8088235294117647,2951426,2.3131
roberta-base,mrpc,5000,64,789,3,0.8578431372549019,2951426,2.3131
roberta-base,mrpc,5000,8,1024,3,0.8578431372549019,887042,0.7066
roberta-base,mrpc,5000,8,123,3,0.8602941176470589,887042,0.7066
roberta-base,mrpc,5000,8,42,3,0.8480392156862745,887042,0.7066
roberta-base,mrpc,5000,8,456,3,0.8676470588235294,887042,0.7066
roberta-base,mrpc,5000,8,789,3,0.8578431372549019,887042,0.7066
roberta-base,mrpc,500,16,1024,5,0.7696078431372549,1181954,0.9393
roberta-base,mrpc,500,16,123,5,0.7647058823529411,1181954,0.9393
roberta-base,mrpc,500,16,42,5,0.7843137254901961,1181954,0.9393
roberta-base,mrpc,500,16,456,5,0.7696078431372549,1181954,0.9393
roberta-base,mrpc,500,16,789,5,0.7769607843137255,1181954,0.9393
roberta-base,mrpc,500,2,1024,5,0.7132352941176471,665858,0.5314
roberta-base,mrpc,500,2,123,5,0.7205882352941176,665858,0.5314
roberta-base,mrpc,500,2,42,5,0.7156862745098039,665858,0.5314
roberta-base,mrpc,500,2,456,5,0.7181372549019608,665858,0.5314
roberta-base,mrpc,500,2,789,5,0.6936274509803921,665858,0.5314
roberta-base,mrpc,500,32,1024,5,0.8137254901960784,1771778,1.4015
roberta-base,mrpc,500,32,123,5,0.803921568627451,1771778,1.4015
roberta-base,mrpc,500,32,42,5,0.7450980392156863,1771778,1.4015
roberta-base,mrpc,500,32,456,5,0.7745098039215687,1771778,1.4015
roberta-base,mrpc,500,32,789,5,0.7867647058823529,1771778,1.4015
roberta-base,mrpc,500,4,1024,5,0.7549019607843137,739586,0.5898
roberta-base,mrpc,500,4,123,5,0.7107843137254902,739586,0.5898
roberta-base,mrpc,500,4,42,5,0.7720588235294118,739586,0.5898
roberta-base,mrpc,500,4,456,5,0.7156862745098039,739586,0.5898
roberta-base,mrpc,500,4,789,5,0.7279411764705882,739586,0.5898
roberta-base,mrpc,500,64,1024,5,0.7720588235294118,2951426,2.3131
roberta-base,mrpc,500,64,123,5,0.8235294117647058,2951426,2.3131
roberta-base,mrpc,500,64,42,5,0.75,2951426,2.3131
roberta-base,mrpc,500,64,456,5,0.7745098039215687,2951426,2.3131
roberta-base,mrpc,500,64,789,5,0.8112745098039216,2951426,2.3131
roberta-base,mrpc,500,8,1024,5,0.7549019607843137,887042,0.7066
roberta-base,mrpc,500,8,123,5,0.7426470588235294,887042,0.7066
roberta-base,mrpc,500,8,42,5,0.7647058823529411,887042,0.7066
roberta-base,mrpc,500,8,456,5,0.7328431372549019,887042,0.7066
roberta-base,mrpc,500,8,789,5,0.7426470588235294,887042,0.7066
roberta-base,mrpc,50,16,1024,10,0.6838235294117647,1181954,0.9393
roberta-base,mrpc,50,16,123,10,0.6838235294117647,1181954,0.9393
roberta-base,mrpc,50,16,42,10,0.6838235294117647,1181954,0.9393
roberta-base,mrpc,50,16,456,10,0.6838235294117647,1181954,0.9393
roberta-base,mrpc,50,16,789,10,0.6838235294117647,1181954,0.9393
roberta-base,mrpc,50,2,1024,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,50,2,123,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,50,2,42,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,50,2,456,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,50,2,789,10,0.6838235294117647,665858,0.5314
roberta-base,mrpc,50,32,1024,10,0.6838235294117647,1771778,1.4015
roberta-base,mrpc,50,32,123,10,0.6838235294117647,1771778,1.4015
roberta-base,mrpc,50,32,42,10,0.678921568627451,1771778,1.4015
roberta-base,mrpc,50,32,456,10,0.6127450980392157,1771778,1.4015
roberta-base,mrpc,50,32,789,10,0.6617647058823529,1771778,1.4015
roberta-base,mrpc,50,4,1024,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,50,4,123,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,50,4,42,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,50,4,456,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,50,4,789,10,0.6838235294117647,739586,0.5898
roberta-base,mrpc,50,64,1024,10,0.6838235294117647,2951426,2.3131
roberta-base,mrpc,50,64,123,10,0.7058823529411765,2951426,2.3131
roberta-base,mrpc,50,64,42,10,0.7058823529411765,2951426,2.3131
roberta-base,mrpc,50,64,456,10,0.5833333333333334,2951426,2.3131
roberta-base,mrpc,50,64,789,10,0.6397058823529411,2951426,2.3131
roberta-base,mrpc,50,8,1024,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,50,8,123,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,50,8,42,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,50,8,456,10,0.6838235294117647,887042,0.7066
roberta-base,mrpc,50,8,789,10,0.6838235294117647,887042,0.7066
roberta-base,qnli,1000,16,1024,3,0.7818048691195314,1181954,0.9393
roberta-base,qnli,1000,16,123,3,0.7825370675453048,1181954,0.9393
roberta-base,qnli,1000,16,42,3,0.7942522423576789,1181954,0.9393
roberta-base,qnli,1000,16,456,3,0.7748489840746843,1181954,0.9393
roberta-base,qnli,1000,16,789,3,0.8057843675636097,1181954,0.9393
roberta-base,qnli,1000,2,1024,3,0.7591067179205565,665858,0.5314
roberta-base,qnli,1000,2,123,3,0.6269449020684605,665858,0.5314
roberta-base,qnli,1000,2,42,3,0.5603148453230825,665858,0.5314
roberta-base,qnli,1000,2,456,3,0.6165110745011898,665858,0.5314
roberta-base,qnli,1000,2,789,3,0.5802672524254073,665858,0.5314
roberta-base,qnli,1000,32,1024,3,0.8299469156141315,1771778,1.4015
roberta-base,qnli,1000,32,123,3,0.8171334431630972,1771778,1.4015
roberta-base,qnli,1000,32,42,3,0.8164012447373238,1771778,1.4015
roberta-base,qnli,1000,32,456,3,0.823357129782171,1771778,1.4015
roberta-base,qnli,1000,32,789,3,0.7210323997803405,1771778,1.4015
roberta-base,qnli,1000,4,1024,3,0.8196961376533041,739586,0.5898
roberta-base,qnli,1000,4,123,3,0.7904082006223687,739586,0.5898
roberta-base,qnli,1000,4,42,3,0.7235950942705474,739586,0.5898
roberta-base,qnli,1000,4,456,3,0.7680761486362805,739586,0.5898
roberta-base,qnli,1000,4,789,3,0.785282811641955,739586,0.5898
roberta-base,qnli,1000,64,1024,3,0.8270181219110379,2951426,2.3131
roberta-base,qnli,1000,64,123,3,0.6734395021050704,2951426,2.3131
roberta-base,qnli,1000,64,42,3,0.5053999633900788,2951426,2.3131
roberta-base,qnli,1000,64,456,3,0.5053999633900788,2951426,2.3131
roberta-base,qnli,1000,64,789,3,0.8131063518213436,2951426,2.3131
roberta-base,qnli,1000,8,1024,3,0.7792421746293245,887042,0.7066
roberta-base,qnli,1000,8,123,3,0.7889438037708218,887042,0.7066
roberta-base,qnli,1000,8,42,3,0.8178656415888705,887042,0.7066
roberta-base,qnli,1000,8,456,3,0.7774116785648911,887042,0.7066
roberta-base,qnli,1000,8,789,3,0.7565440234303497,887042,0.7066
roberta-base,qnli,100,16,1024,10,0.5828299469156142,1181954,0.9393
roberta-base,qnli,100,16,123,10,0.5826468973091707,1181954,0.9393
roberta-base,qnli,100,16,42,10,0.5317591067179206,1181954,0.9393
roberta-base,qnli,100,16,456,10,0.5399963390078711,1181954,0.9393
roberta-base,qnli,100,16,789,10,0.5079626578802856,1181954,0.9393
roberta-base,qnli,100,2,1024,10,0.5227896760021966,665858,0.5314
roberta-base,qnli,100,2,123,10,0.4946000366099213,665858,0.5314
roberta-base,qnli,100,2,42,10,0.5090609555189456,665858,0.5314
